item_id,claim_id,cohort,regression_type,gold_label,gpt54_transition,gpt54mini_transition,consensus_A,rule_A,consensus_B,rule_B,consensus_C,rule_C,sd_confidence_A,sd_confidence_C,nli_disagrees,nli2_disagrees,weakly_warranted,cosine_sim,evidence_set_size,n_evidence_pages,claim_len_words,evidence_len_words,resolver_outcome_A,disagreement_type_A,resolver_outcome_B,disagreement_type_B,resolver_outcome_C,disagreement_type_C,resolved_by_titles,resolved_only_by_structure,still_ambiguous_after_C,reversed_after_titles,reversed_after_structure,silver_taxonomy
SA-000607,15508,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.8,0.6324555320336759,False,False,False,0.6961729526519775,1,1,8,27,,,,,,,False,False,False,False,False,silver_unresolved
SA-000608,132858,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4,0.8944271909999159,False,False,False,0.7669811844825745,1,1,8,26,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000609,37773,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,16.198765385053267,7.8383671769061705,True,True,True,0.4200153350830078,1,1,4,21,Ambiguous,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000610,67721,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Supported,high_consensus,Supported,high_consensus,7.547184905645283,2.33238075793812,True,True,True,0.6259762644767761,1,1,8,17,Ambiguous,partial_warrant,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000611,201060,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,11.702991070662234,0.8,True,True,True,0.5521458387374878,1,1,8,26,,,,,,,False,False,False,False,False,silver_unresolved
SA-000612,64685,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Ambiguous,ambiguous_majority,3.2,14.136477637657833,True,False,True,0.653394877910614,1,1,9,21,,,,,Refuted,judge_error,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000613,74583,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,12.893409169028958,0.4898979485566356,True,True,True,0.8107098937034607,1,1,10,27,,,,,,,False,False,False,False,False,silver_unresolved
SA-000614,99441,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.765244492586962,9.156418513807678,False,False,False,0.3943842649459839,2,2,14,33,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000615,3718,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.6324555320336759,0.6324555320336759,False,False,False,0.8608643412590027,1,1,8,19,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000616,194761,rescue,,Supported,wrong_to_correct,wrong_to_correct,Unresolved,unresolved,Ambiguous,ambiguous_majority,Supported,high_consensus,10.777754868245983,1.4966629547095764,True,True,True,0.6439600586891174,1,1,11,7,Supported,representation_sensitive,Ambiguous,representation_sensitive,,,False,True,False,False,False,silver_structured_evidence_sensitive
SA-000617,45637,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,12.13260071048248,0.6324555320336759,True,True,True,0.40126386284828186,1,1,11,22,,,,,,,False,False,False,False,False,silver_unresolved
SA-000618,167181,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,12.537942414925983,0.4,True,True,True,0.5923159718513489,1,1,9,18,,,,,,,False,False,False,False,False,silver_unresolved
SA-000619,128539,resistant,,Refuted,correct_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.414881836751857,9.431860898041277,False,True,False,0.4988951086997986,1,1,5,46,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000620,115659,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.6324555320336759,1.019803902718557,False,True,False,0.8424437642097473,1,1,8,26,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000621,2147,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,3.0594117081556704,0.8944271909999159,False,False,False,0.6227703094482422,1,1,4,15,,,,,,,False,False,False,False,False,silver_unresolved
SA-000622,74555,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,3.7094473981982814,9.15641851380768,False,False,False,0.7525747418403625,1,1,12,26,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000623,180726,regression,both,Supported,correct_to_wrong,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,4.176122603564219,0.8,True,True,True,0.5933623313903809,1,1,13,13,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000624,207008,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,12.768711759609895,0.4898979485566356,True,True,True,0.5407558679580688,1,1,11,30,,,,,,,False,False,False,False,False,silver_unresolved
SA-000625,127957,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4898979485566356,0.8,False,True,False,0.5666989684104919,1,1,8,25,,,,,,,False,False,False,False,False,silver_unresolved
SA-000626,97576,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.374950980203691,9.173875952943773,True,False,False,0.7477548718452454,1,1,8,29,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000627,92824,robust,,Refuted,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.075431016179809,13.386560424545209,True,True,True,0.8563486337661743,1,1,10,22,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000628,222730,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,12.172099243762352,0.7483314773547882,False,False,False,0.7726825475692749,1,1,9,24,,,,,,,False,False,False,False,False,silver_unresolved
SA-000629,18614,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.0954451150103321,0.6324555320336759,False,True,False,0.7571357488632202,1,1,6,18,,,,,,,False,False,False,False,False,silver_unresolved
SA-000630,185772,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.9797958971132712,0.7483314773547882,False,False,False,0.8459785580635071,1,1,12,20,,,,,,,False,False,False,False,False,silver_unresolved
SA-000631,50486,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.8587530817554,11.391224692718515,True,True,True,0.5777894258499146,1,1,7,23,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000632,7358,rescue,,Supported,correct_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Supported,high_consensus,Supported,high_consensus,8.555699854482976,2.244994432064365,True,True,True,0.7377174496650696,1,1,16,17,Ambiguous,partial_warrant,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000633,73412,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Unresolved,unresolved,Refuted,high_consensus,Refuted,high_consensus,19.687559523719543,1.9595917942265422,True,True,True,0.5009046792984009,1,1,5,32,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000634,108734,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,12.905812643921342,0.6324555320336759,True,True,True,0.5259124636650085,1,1,15,22,,,,,,,False,False,False,False,False,silver_unresolved
SA-000635,111302,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.7483314773547882,0.8,False,False,False,0.6953770518302917,1,1,12,37,,,,,,,False,False,False,False,False,silver_unresolved
SA-000636,26687,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Unresolved,unresolved,6.64529909033446,12.425779653607254,True,True,True,0.6871713995933533,1,1,16,27,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000637,119298,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.53729521405309,14.89160837518903,False,False,False,0.5734683275222778,1,1,8,15,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000638,110147,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.8,2.7129319932501073,True,True,True,0.8108084797859192,2,2,9,52,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000639,204351,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.1354156504062622,0.9797958971132712,False,False,False,0.6936306953430176,1,1,7,28,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000640,78448,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4,0.6324555320336759,False,False,False,0.8323755264282227,1,1,11,30,,,,,,,False,False,False,False,False,silver_unresolved
SA-000641,70784,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Unresolved,unresolved,Refuted,high_consensus,13.452137376640188,4.841487374764082,True,True,True,0.32595348358154297,1,1,4,21,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,,,False,True,False,False,False,silver_structured_evidence_sensitive
SA-000642,34791,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.7483314773547882,0.8,False,False,False,0.9139795303344727,1,1,6,12,,,,,,,False,False,False,False,False,silver_unresolved
SA-000643,140442,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Refuted,high_consensus,Ambiguous,ambiguous_majority,Refuted,high_consensus,4.6303347611160905,12.611106216347556,True,True,True,0.45307257771492004,1,1,10,9,,,Refuted,judge_error,,,False,True,False,False,False,silver_structured_evidence_sensitive
SA-000644,10635,rescue,,Refuted,correct_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4898979485566356,0.8,False,True,False,0.6837707161903381,1,1,8,26,,,,,,,False,False,False,False,False,silver_unresolved
SA-000645,205094,rescue,,Refuted,wrong_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.16619037896906,0.8,False,False,False,0.799553394317627,1,1,11,37,,,,,,,False,False,False,False,False,silver_unresolved
SA-000646,104930,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.6,0.6324555320336759,True,True,True,0.4969378113746643,2,2,27,81,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000647,55888,rescue,,Supported,wrong_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,3.1999999999999997,0.8944271909999159,False,True,False,0.7560259103775024,1,1,16,17,,,,,,,False,False,False,False,False,silver_unresolved
SA-000648,149457,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,11.447270417003349,2.1908902300206643,True,True,True,0.3349769711494446,1,1,7,27,,,,,,,False,False,False,False,False,silver_unresolved
SA-000649,172468,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Unresolved,unresolved,Refuted,high_consensus,Refuted,high_consensus,3.8781438859330635,3.3823069050575527,True,True,True,0.8021054267883301,1,1,11,33,Refuted,judge_error,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000650,159706,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.469693845669907,0.7483314773547882,False,False,False,0.6616328954696655,1,1,5,17,,,,,,,False,False,False,False,False,silver_unresolved
SA-000651,150396,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.5768197453450252,0.4,False,False,False,0.7017920613288879,1,1,14,40,,,,,,,False,False,False,False,False,silver_unresolved
SA-000652,82973,rescue,,Supported,wrong_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.6324555320336759,0.4898979485566356,False,False,False,0.7947168350219727,1,1,7,25,,,,,,,False,False,False,False,False,silver_unresolved
SA-000653,199662,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.6324555320336759,0.6324555320336759,False,False,False,0.7944978475570679,1,1,8,29,,,,,,,False,False,False,False,False,silver_unresolved
SA-000654,29324,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,11.01998185116473,0.7483314773547882,True,True,True,0.44043856859207153,1,1,10,53,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000655,195028,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.7483314773547882,0.4898979485566356,False,False,False,0.45771849155426025,1,1,7,22,,,,,,,False,False,False,False,False,silver_unresolved
SA-000656,108434,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.9797958971132712,0.8,False,False,False,0.7834011912345886,1,1,7,30,,,,,,,False,False,False,False,False,silver_unresolved
SA-000657,53468,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,14.554724318928201,20.380382724571195,True,False,True,0.21098503470420837,2,2,8,57,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000658,221237,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,12.2245654319489,0.6324555320336759,True,True,True,0.5267879366874695,1,1,11,19,,,,,,,False,False,False,False,False,silver_unresolved
SA-000659,96740,regression,mini_only,Refuted,wrong_to_correct,correct_to_wrong,Refuted,high_consensus,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.3814496188294845,12.998461447417537,True,True,True,0.6672924757003784,1,1,7,26,,,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000660,8577,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.039900496896712,15.104966070799366,True,True,True,0.2980133295059204,1,1,11,26,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000661,122692,rescue,,Supported,wrong_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,11.959933110180843,0.6324555320336759,True,True,True,0.3060024082660675,1,1,10,19,,,,,,,False,False,False,False,False,silver_unresolved
SA-000662,145784,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Unresolved,unresolved,17.22324011328879,24.284974778656863,False,True,False,0.6820642948150635,1,1,27,49,Ambiguous,judge_error,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000663,102303,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.787168933572714,7.547184905645283,True,True,True,0.6786579489707947,1,1,9,28,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000664,181118,regression,both,Supported,correct_to_wrong,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.1908902300206643,0.7483314773547882,True,True,True,0.3074679970741272,1,1,11,24,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000665,136725,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,3.4409301068170506,0.8,False,True,False,0.5293526649475098,1,1,17,24,,,,,,,False,False,False,False,False,silver_unresolved
SA-000666,8505,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,17.417232845661793,13.658696863171098,False,False,False,0.5628172159194946,1,1,7,40,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000667,124819,resistant,,Refuted,correct_to_correct,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4,0.8,True,True,True,0.7243769764900208,1,1,10,28,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000668,161709,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.8,0.4898979485566356,True,True,True,0.7360682487487793,1,1,5,36,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000669,143283,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.9393876913398134,0.6324555320336759,False,False,False,0.730708122253418,1,1,18,28,,,,,,,False,False,False,False,False,silver_unresolved
SA-000670,215487,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,14.527215837867903,0.4898979485566356,True,True,True,0.4023919701576233,1,1,9,12,,,,,,,False,False,False,False,False,silver_unresolved
SA-000671,82129,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.6733200530681511,0.4898979485566356,False,False,False,0.7879828810691833,1,1,7,24,,,,,,,False,False,False,False,False,silver_unresolved
SA-000672,75850,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,3.03315017762062,0.4,True,True,True,0.627142071723938,1,1,10,19,,,,,,,False,False,False,False,False,silver_unresolved
SA-000673,162837,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,3.6110940170535573,1.0954451150103321,True,True,True,0.5801950693130493,1,1,4,15,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000674,66175,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,12.6237870704476,0.7483314773547882,True,True,True,0.7913578152656555,1,1,17,16,,,,,,,False,False,False,False,False,silver_unresolved
SA-000675,212324,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,3.0983866769659336,3.826225293941798,True,False,True,0.8224238157272339,1,1,14,27,,,,,,,False,False,False,False,False,silver_unresolved
SA-000676,126963,rescue,,Refuted,correct_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.7435595774162693,0.4,False,False,False,0.4242061972618103,1,1,13,39,,,,,,,False,False,False,False,False,silver_unresolved
SA-000677,60978,resistant,,Supported,wrong_to_wrong,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,3.7094473981982814,9.15641851380768,False,False,False,0.8199584484100342,1,1,12,26,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000678,43811,resistant,,Supported,wrong_to_correct,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.7888543819998317,3.3466401061363023,False,False,False,0.39460819959640503,1,1,4,12,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000679,91498,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4,0.4,True,True,True,0.7757583856582642,1,1,8,27,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000680,26819,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.4898979485566356,0.4898979485566356,True,True,True,0.7716047167778015,1,1,13,29,,,,,,,False,False,False,False,False,silver_unresolved
SA-000681,5766,rescue,,Refuted,wrong_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.0954451150103321,3.847076812334269,False,False,False,0.47947049140930176,1,1,9,26,,,,,,,False,False,False,False,False,silver_unresolved
SA-000682,83803,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,10.384603988597735,14.527215837867903,True,True,True,0.5312234163284302,1,1,7,29,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000683,85196,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.244994432064365,0.9797958971132712,True,False,True,0.6790748834609985,2,2,12,41,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000684,200371,resistant,,Supported,correct_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,18.443427013437606,19.328735085359313,True,True,True,0.6680856943130493,1,1,7,17,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000685,50074,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.6381811916545836,0.8944271909999159,True,True,True,0.44342976808547974,1,1,10,53,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000686,168932,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,3.555277766926235,0.8,True,True,True,0.9666194915771484,1,1,20,19,,,,,,,False,False,False,False,False,silver_unresolved
SA-000687,159321,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.8,0.4,False,False,False,0.7962936162948608,1,1,11,27,,,,,,,False,False,False,False,False,silver_unresolved
SA-000688,170949,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.6324555320336759,0.6324555320336759,False,False,False,0.8233110904693604,1,1,9,21,,,,,,,False,False,False,False,False,silver_unresolved
SA-000689,68983,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,3.7094473981982814,2.8284271247461903,False,False,False,0.551990807056427,1,1,3,25,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000690,114640,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,3.6660605559646715,0.4,True,True,True,0.25509363412857056,1,1,5,14,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000691,93739,rescue,,Supported,wrong_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,3.0066592756745814,1.019803902718557,False,False,False,0.7778711318969727,1,1,8,22,,,,,,,False,False,False,False,False,silver_unresolved
SA-000692,117409,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,10.150862032359617,13.169662106523463,True,True,True,0.646501898765564,1,1,9,42,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000693,154761,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.7435595774162693,0.4898979485566356,True,True,True,0.6725092530250549,2,2,10,58,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000694,93184,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,12.432216214336043,0.4898979485566356,True,True,True,0.35833147168159485,1,1,9,23,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000695,45699,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.1354156504062622,0.7483314773547882,False,False,False,0.636538028717041,1,1,8,21,,,,,,,False,False,False,False,False,silver_unresolved
SA-000696,21032,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.4898979485566356,0.4,False,False,False,0.876878023147583,1,1,7,19,,,,,,,False,False,False,False,False,silver_unresolved
SA-000697,192843,rescue,,Supported,wrong_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.227105745132009,2.5298221281347035,False,True,False,0.5834264159202576,1,1,3,16,,,,,,,False,False,False,False,False,silver_unresolved
SA-000698,203622,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.16619037896906,0.7483314773547882,False,False,False,0.9250521659851074,1,1,11,24,,,,,,,False,False,False,False,False,silver_unresolved
SA-000699,24271,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.3564659966250536,1.3564659966250536,True,True,True,0.7431625723838806,1,1,16,22,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000700,95358,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.4,8.885943956609225,False,False,False,0.9070872664451599,1,1,14,30,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
