claude_item_id,consensus_A,consensus_B,consensus_C,rule_A,rule_B,rule_C,ambiguous_A,ambiguous_B,ambiguous_C,resolved_by_titles,resolved_only_by_structure,still_ambiguous_after_C,reversed_after_titles,reversed_after_structure,mean_confidence_A,sd_confidence_A,mean_confidence_B,sd_confidence_B,mean_confidence_C,sd_confidence_C,claude_taxonomy,claude_broad,source_item_id,claim_id,order,cohort,regression_type,gold_label,gpt54_transition,gpt54mini_transition,grok_consensus_A,grok_consensus_B,grok_consensus_C,grok_rule_A,grok_rule_C,grok_taxonomy,grok_resolved_by_titles,grok_resolved_only_by_structure,grok_still_ambiguous_after_C,grok_reversed_after_titles,grok_reversed_after_structure,nli_disagrees,nli2_disagrees,grok_broad,grok_ambiguous_A,grok_ambiguous_B,grok_ambiguous_C
CF-000111,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,65.2,2.0396078054371136,63.2,1.9390719429665317,60.6,2.3323807579381204,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000362,115173,111,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000112,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,56.2,1.4696938456699067,55.0,0.0,53.4,2.0591260281974,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000606,147344,112,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000113,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,68.4,4.2708313008125245,70.4,2.6532998322843198,66.8,5.1536394906900505,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000755,79610,113,regression,both,Refuted,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Ambiguous,high_consensus,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,False,False,True
CF-000114,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.8,2.039607805437114,78.0,1.2649110640673518,73.2,2.7129319932501073,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000406,174986,114,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000115,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,86.0,1.0954451150103321,87.8,0.4,87.0,1.2649110640673518,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000664,181118,115,regression,both,Supported,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000116,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,72.4,2.6532998322843198,72.0,3.3466401061363023,68.8,2.4,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000360,199815,116,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000117,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,64.4,2.33238075793812,64.8,2.0396078054371136,63.0,2.1908902300206643,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000248,198545,117,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000118,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,90.8,0.9797958971132712,91.2,1.16619037896906,90.8,0.9797958971132712,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000859,12467,118,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000119,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.4,2.33238075793812,82.8,2.4000000000000004,80.0,2.8284271247461903,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000089,194922,119,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000120,Ambiguous,Ambiguous,Supported,ambiguous_majority,ambiguous_majority,high_consensus,True,True,False,False,True,False,False,False,58.6,1.9595917942265424,57.0,1.2649110640673518,57.0,1.2649110640673518,silver_structured_evidence_sensitive,representation_sensitive,SA-000340,142863,120,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,True,True,True
CF-000121,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.0,2.1908902300206643,73.6,2.9393876913398134,69.8,2.85657137141714,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000894,173933,121,regression,mini_only,Refuted,wrong_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000122,Ambiguous,Ambiguous,Supported,ambiguous_majority,ambiguous_majority,high_consensus,True,True,False,False,True,False,False,False,56.4,2.3323807579381204,56.6,1.2000000000000002,55.8,1.16619037896906,silver_structured_evidence_sensitive,representation_sensitive,SA-001046,14501,122,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,True,True,True
CF-000123,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,86.4,1.019803902718557,86.0,0.8944271909999159,86.0,1.7888543819998317,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000273,129066,123,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000124,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,71.6,1.4966629547095764,72.6,1.4966629547095764,75.6,0.8,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000599,90158,124,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000125,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,79.8,3.124099870362662,80.8,1.6,79.6,1.9595917942265424,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000825,38599,125,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Unresolved,Supported,Supported,unresolved,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,True,representation_sensitive,True,False,False
CF-000126,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,67.6,2.33238075793812,66.0,2.1908902300206643,62.4,3.1999999999999997,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000036,29256,126,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Unresolved,Supported,Supported,unresolved,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,False,representation_sensitive,True,False,False
CF-000127,Ambiguous,Refuted,Refuted,ambiguous_majority,high_consensus,high_consensus,True,False,False,True,False,False,False,False,60.8,2.0396078054371136,71.8,5.075431016179809,70.4,5.986651818838306,silver_structured_evidence_sensitive,representation_sensitive,SA-000895,4041,127,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Refuted,Refuted,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,True,representation_sensitive,True,False,False
CF-000128,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,71.2,2.7129319932501073,68.8,1.5999999999999999,62.6,5.71314274283428,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000970,160350,128,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000129,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,83.6,1.9595917942265424,85.0,0.8944271909999159,83.4,2.1540659228538015,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000427,113297,129,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000130,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,70.0,4.1952353926806065,71.6,1.4966629547095764,66.8,4.308131845707604,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000460,118940,130,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000131,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,61.6,2.3323807579381204,62.0,1.2649110640673518,58.6,2.6532998322843198,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-001043,174893,131,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000132,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,79.2,1.6,75.8,4.1182520563948,75.8,2.85657137141714,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000238,79420,132,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Refuted,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,True,True,representation_sensitive,True,True,False
CF-000133,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,76.0,2.5298221281347035,76.4,1.4966629547095764,70.0,2.5298221281347035,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000200,221086,133,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000134,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,87.6,1.4966629547095764,88.6,0.8,87.0,1.2649110640673518,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-001016,90151,134,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000135,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,78.0,0.0,78.2,1.8330302779823358,76.4,0.8,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000206,133843,135,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000136,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.4,2.9393876913398134,69.4,6.499230723708768,66.8,3.7094473981982814,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000933,60612,136,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000137,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,74.0,1.2649110640673518,74.8,2.0396078054371136,73.2,2.9933259094191533,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-001013,97739,137,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Supported,Ambiguous,Supported,high_consensus,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,False,True,representation_sensitive,False,True,False
CF-000138,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,86.8,1.5999999999999999,89.2,1.4696938456699067,87.6,1.4966629547095764,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000781,106115,138,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Unresolved,Ambiguous,high_consensus,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,False,True,True
CF-000139,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,70.8,2.0396078054371136,72.0,2.5298221281347035,71.2,0.9797958971132712,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000397,227098,139,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000140,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,70.4,0.8,78.2,1.3266499161421599,78.4,1.4966629547095764,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000527,133407,140,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000141,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,84.8,1.5999999999999999,86.4,1.3564659966250536,84.6,0.8,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000824,48484,141,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000142,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,63.6,3.4409301068170506,62.4,2.33238075793812,64.4,3.878143885933063,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000779,105788,142,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000143,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,91.2,0.9797958971132712,92.0,1.0954451150103321,90.8,1.5999999999999999,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-001009,193844,143,regression,both,Supported,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000144,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,73.2,1.5999999999999999,72.2,2.0396078054371136,67.6,3.4409301068170506,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000181,92419,144,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,False,evidence_utilization_failure,False,False,False
CF-000145,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,91.2,0.9797958971132712,91.4,1.4966629547095764,90.0,1.2649110640673518,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000009,68032,145,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,False,evidence_utilization_failure,False,False,False
CF-000146,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,76.8,0.9797958971132712,76.6,0.8,76.0,1.2649110640673518,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000940,152008,146,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,True,True,True
CF-000147,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,66.0,3.3466401061363023,67.0,2.1908902300206643,66.4,3.878143885933063,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000139,22639,147,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Supported,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,True,True,representation_sensitive,True,True,False
CF-000148,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,68.4,2.33238075793812,69.6,2.9393876913398134,65.8,1.8330302779823358,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000294,37097,148,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Supported,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,False,False,representation_sensitive,True,True,False
CF-000149,Ambiguous,Refuted,Unresolved,ambiguous_majority,high_consensus,unresolved,True,False,True,True,False,True,False,False,59.6,1.4966629547095767,67.2,5.741080037762929,63.8,6.9397406291589885,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000078,116588,149,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000150,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,60.0,4.516635916254486,58.8,2.0396078054371136,58.0,1.7888543819998317,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000867,108880,150,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000151,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,80.0,1.2649110640673518,84.0,0.6324555320336759,80.8,1.5999999999999999,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000215,87760,151,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_wrong,Ambiguous,Refuted,Refuted,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,False,representation_sensitive,True,False,False
CF-000152,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,80.4,0.8,86.4,1.624807680927192,82.6,1.7435595774162693,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000151,186323,152,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000153,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,67.2,2.9933259094191533,67.2,3.7094473981982814,65.4,3.1999999999999997,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000193,185206,153,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,True,residual_ambiguity,True,True,True
CF-000154,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,80.4,1.4966629547095764,81.8,2.0396078054371136,78.8,2.039607805437114,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000709,222661,154,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000155,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,59.6,1.4966629547095767,55.6,1.2000000000000002,58.8,3.3105890714493693,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000189,9410,155,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000156,Ambiguous,Ambiguous,Unresolved,ambiguous_majority,ambiguous_majority,unresolved,True,True,True,False,False,True,False,False,66.6,2.727636339397171,60.6,2.65329983228432,63.4,2.8,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000903,88941,156,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000157,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,62.0,2.449489742783178,60.0,1.2649110640673518,60.8,0.9797958971132712,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000790,51355,157,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000158,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,66.4,3.1368774282716245,64.4,3.8781438859330635,67.2,1.9390719429665315,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000481,111938,158,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000159,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,93.8,1.16619037896906,93.8,1.16619037896906,93.6,1.2,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000738,51757,159,regression,both,Supported,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000160,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,56.0,3.9496835316262997,54.0,2.756809750418044,53.0,2.449489742783178,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000946,113712,160,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Unresolved,ambiguous_majority,unresolved,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000161,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,74.8,2.6381811916545836,72.6,1.7435595774162693,74.2,1.16619037896906,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000992,227116,161,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000162,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,70.2,8.44748483277715,72.4,2.5768197453450252,70.4,6.974238309665077,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000683,85196,162,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,False,evidence_utilization_failure,False,False,False
CF-000163,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,86.8,1.4696938456699067,84.8,2.6381811916545836,86.2,2.4,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-001006,21784,163,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000164,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,78.4,0.8,75.8,3.6,75.8,3.370459909270543,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000741,10328,164,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000165,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,90.4,1.4966629547095764,91.2,0.9797958971132712,89.2,0.9797958971132712,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000137,194241,165,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000166,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.0,5.215361924162119,77.0,2.5298221281347035,76.4,7.863841300534999,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000525,94829,166,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
