claude_item_id,claude_consensus,claude_rule,n_supported,n_refuted,n_ambiguous,mean_confidence,sd_confidence,modal_sufficiency,issue_flags,source_item_id,order,claim_id,cohort,regression_type,gold_label,gpt54_transition,gpt54mini_transition,consensus_A,rule_A,consensus_B,rule_B,cursor_consensus_C,cursor_rule_C,sd_confidence_A,sd_confidence_C,nli_disagrees,nli2_disagrees,weakly_warranted,cosine_sim,evidence_set_size,n_evidence_pages,claim_len_words,evidence_len_words,resolver_outcome_A,disagreement_type_A,resolver_outcome_B,disagreement_type_B,resolver_outcome_C,disagreement_type_C,resolved_by_titles,resolved_only_by_structure,still_ambiguous_after_C,reversed_after_titles,reversed_after_structure,silver_taxonomy,item_id,claude_ambiguous,claude_decisive,claude_high_decisive,cross_family_taxonomy,claude_agrees_fever,cross_family_taxonomy_fever
CR-000089,Supported,high_consensus,5,0,0,59.6,1.4966629547095764,partial_or_ambiguous,partial_warrant;possible_missing_surrounding_context,SA-000256,89,21899,resistant,,Supported,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,27.838103383671815,3.9799497484264794,True,True,True,0.3614903688430786,1,1,8,11,Unresolved,unresolved,Ambiguous,representation_sensitive,Ambiguous,representation_sensitive,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000089,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000090,Ambiguous,ambiguous_majority,0,0,5,62.2,2.9933259094191533,probably_insufficient,entity_or_attribute_confusion;partial_warrant;possible_missing_surrounding_context,SA-000464,90,164999,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,17.371240600486768,12.15894732285653,True,True,True,0.5913864374160767,1,1,12,33,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000090,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000091,Refuted,high_consensus,0,5,0,68.6,3.7202150475476548,probably_sufficient,entity_or_attribute_confusion;negation_or_scope,SA-000637,91,119298,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.53729521405309,14.89160837518903,False,False,False,0.5734683275222778,1,1,8,15,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000091,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000092,Supported,high_consensus,5,0,0,79.6,1.4966629547095764,probably_sufficient,partial_warrant,SA-000034,92,69883,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Unresolved,unresolved,13.093509842666327,16.17899873292535,True,False,True,0.6457371711730957,1,1,6,20,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000092,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000093,Ambiguous,ambiguous_majority,0,0,5,54.4,1.2,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000330,93,130631,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.705221845696084,9.068627239003707,True,True,True,0.3165808320045471,1,1,8,16,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000093,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000094,Ambiguous,ambiguous_majority,1,0,4,57.6,2.244994432064365,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000189,94,9410,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.616263691415208,5.122499389946279,True,True,True,0.2515104413032532,2,2,7,47,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000094,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000095,Ambiguous,ambiguous_weak_sufficiency,3,0,2,58.4,2.870540018881465,partial_or_ambiguous,partial_warrant,SA-000903,95,88941,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,4.454211490264017,7.756287771866127,True,True,True,0.5241592526435852,1,1,13,26,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000095,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000096,Ambiguous,ambiguous_majority,0,0,5,55.6,1.2000000000000002,partial_or_ambiguous,partial_warrant,SA-000813,96,145866,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,11.689311356961968,3.7094473981982814,True,True,True,0.44804662466049194,1,1,5,20,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000096,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000097,Supported,high_consensus,5,0,0,74.2,1.16619037896906,probably_sufficient,partial_warrant,SA-001024,97,138161,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.403702434442518,4.995998398718719,True,True,True,0.4300328493118286,1,1,6,9,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000097,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000098,Ambiguous,ambiguous_weak_sufficiency,3,0,2,56.8,1.4696938456699067,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000921,98,70961,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.243376006633074,6.6932802122726045,True,True,True,0.7207169532775879,1,1,10,22,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000098,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000099,Ambiguous,ambiguous_majority,0,0,5,66.8,2.7129319932501073,probably_insufficient,entity_or_attribute_confusion;possible_coreference_or_entity_resolution,SA-000657,99,53468,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,14.554724318928201,20.380382724571195,True,False,True,0.21098503470420837,2,2,8,57,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000099,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000100,Ambiguous,ambiguous_majority,0,0,5,60.0,0.0,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant;possible_coreference_or_entity_resolution,SA-000362,100,115173,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.4,9.846826900072937,True,False,True,0.3768913745880127,1,1,6,21,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000100,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000101,Ambiguous,ambiguous_weak_sufficiency,3,0,2,57.8,1.5999999999999999,partial_or_ambiguous,partial_warrant;possible_missing_surrounding_context,SA-000800,101,38124,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,16.90443728729235,21.592591322025246,False,True,False,0.7055503129959106,1,1,13,47,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000101,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000102,Ambiguous,ambiguous_majority,0,0,5,65.4,2.939387691339814,probably_insufficient,partial_warrant;possible_missing_surrounding_context,SA-000360,102,199815,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,12.687001221722964,17.362027531368565,True,True,True,0.7824095487594604,1,1,16,24,Ambiguous,partial_warrant,Unresolved,unresolved,Ambiguous,representation_sensitive,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000102,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000103,Ambiguous,ambiguous_majority,0,0,5,59.6,0.7999999999999999,partial_or_ambiguous,entity_or_attribute_confusion;numerical_or_temporal_reasoning;partial_warrant,SA-000838,103,64142,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,10.665833300778706,12.432216214336043,False,False,False,0.7466038465499878,1,1,12,25,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000103,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000104,Ambiguous,ambiguous_majority,0,2,3,60.8,7.082372483850309,partial_or_ambiguous,entity_or_attribute_confusion,SA-000274,104,195020,regression,gpt54_only,Refuted,correct_to_wrong,correct_to_correct,Refuted,high_consensus,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,20.163333057805698,17.54536975956905,True,False,True,0.4417184889316559,1,1,8,22,,,Refuted,judge_error,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000104,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000105,Ambiguous,ambiguous_majority,0,0,5,56.8,1.4696938456699067,partial_or_ambiguous,partial_warrant,SA-000710,105,106369,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.764613810115105,7.95989949685296,True,True,True,0.7431960105895996,1,1,10,13,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000105,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000106,Ambiguous,ambiguous_majority,0,2,3,58.4,4.2708313008125245,partial_or_ambiguous,entity_or_attribute_confusion;numerical_or_temporal_reasoning;partial_warrant;possible_missing_surrounding_context,SA-000466,106,105257,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,21.3915871313935,11.582745788456206,False,False,False,0.5979573726654053,1,1,9,27,Refuted,judge_error,Ambiguous,semantic_conflict,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000106,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000107,Ambiguous,ambiguous_weak_sufficiency,3,0,2,56.8,4.874423042781576,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000663,107,102303,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.787168933572714,7.547184905645283,True,True,True,0.6786579489707947,1,1,9,28,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000107,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000108,Refuted,high_consensus,0,5,0,76.2,1.4696938456699067,probably_sufficient,negation_or_scope,SA-000056,108,183633,resistant,,Refuted,wrong_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Unresolved,unresolved,14.691494137765567,13.965672200076874,True,False,True,0.4957955479621887,1,1,9,19,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Refuted,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000108,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000109,Ambiguous,ambiguous_majority,0,0,5,57.2,1.9390719429665315,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000391,109,203695,resistant,,Refuted,wrong_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.670978751503131,8.908422980528034,False,False,False,0.7555886507034302,1,1,13,16,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000109,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000110,Ambiguous,ambiguous_majority,0,0,5,65.4,2.939387691339814,probably_insufficient,numerical_or_temporal_reasoning;possible_missing_surrounding_context,SA-000913,110,107119,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,30.792206806268368,18.914544668059023,True,True,True,0.35675108432769775,1,1,7,41,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000110,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000111,Ambiguous,ambiguous_majority,0,0,5,64.8,2.6381811916545836,probably_insufficient,numerical_or_temporal_reasoning;possible_missing_surrounding_context,SA-000193,111,185206,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,12.165525060596439,6.06630035524124,False,True,False,0.36927181482315063,1,1,11,27,Ambiguous,partial_warrant,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000111,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000112,Ambiguous,ambiguous_majority,0,0,5,55.2,2.9257477676655586,partial_or_ambiguous,negation_or_scope;numerical_or_temporal_reasoning;possible_missing_surrounding_context,SA-000074,112,39811,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,2.756809750418044,5.67097875150313,False,False,False,0.5871046781539917,1,1,9,19,Ambiguous,representation_sensitive,Ambiguous,representation_sensitive,Ambiguous,representation_sensitive,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000112,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000113,Supported,high_consensus,4,0,1,58.2,1.8330302779823362,partial_or_ambiguous,negation_or_scope;partial_warrant,SA-000128,113,88865,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Unresolved,unresolved,13.206059215375342,10.166612021711067,True,True,True,0.542724609375,1,1,9,26,Ambiguous,semantic_conflict,Refuted,judge_error,Refuted,judge_error,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000113,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000114,Ambiguous,ambiguous_majority,0,0,5,59.0,2.3664319132398464,partial_or_ambiguous,partial_warrant,SA-000462,114,48880,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,10.166612021711067,5.455272678794342,True,False,True,0.5923788547515869,1,1,8,10,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000114,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000115,Supported,high_consensus,4,0,1,57.2,1.9390719429665315,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000830,115,137276,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.964923100695951,3.5777087639996634,True,False,False,0.8137890696525574,1,1,5,8,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000115,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000116,Supported,high_consensus,5,0,0,65.8,3.6,partial_or_ambiguous,partial_warrant,SA-000044,116,45964,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.230678732248808,4.664761515876241,False,False,False,0.5733282566070557,1,1,13,37,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000116,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000117,Ambiguous,ambiguous_majority,0,0,5,58.0,2.756809750418044,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant;possible_missing_surrounding_context,SA-000054,117,127363,resistant,,Supported,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,3.1874754901018454,5.513619500836088,True,True,True,0.7115299105644226,1,1,7,17,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000117,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000118,Supported,high_consensus,5,0,0,69.2,0.9797958971132712,probably_sufficient,numerical_or_temporal_reasoning,SA-000478,118,218238,rescue,,Supported,correct_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Unresolved,unresolved,10.936178491593852,6.273754856543249,True,True,True,0.8389955163002014,1,1,8,25,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000118,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000119,Ambiguous,ambiguous_weak_sufficiency,3,0,2,57.6,2.244994432064365,partial_or_ambiguous,partial_warrant,SA-001043,119,174893,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.851495535331117,6.523802572120036,True,True,True,0.7368143796920776,1,1,14,27,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000119,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000120,Ambiguous,ambiguous_weak_sufficiency,3,0,2,55.0,1.8973665961010275,partial_or_ambiguous,entity_or_attribute_confusion;other;partial_warrant,SA-000043,120,68569,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,13.181805642627264,14.358272876638054,True,True,True,0.6482166051864624,1,1,8,33,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000120,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000121,Supported,high_consensus,4,0,1,59.2,1.5999999999999999,partial_or_ambiguous,negation_or_scope;partial_warrant,SA-000758,121,98866,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.763560920082657,12.483589227461788,True,False,True,0.7569741010665894,1,1,8,9,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000121,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000122,Ambiguous,ambiguous_majority,0,0,5,60.4,1.4966629547095767,probably_insufficient,entity_or_attribute_confusion;possible_missing_surrounding_context,SA-000475,122,65033,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,17.02233826476257,12.86234815265082,False,True,False,0.41470053791999817,1,1,7,23,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000122,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000123,Supported,high_consensus,5,0,0,59.6,1.4966629547095764,partial_or_ambiguous,numerical_or_temporal_reasoning,SA-000382,123,67568,regression,both,Refuted,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.215361924162119,7.110555533852471,True,True,True,0.6277804970741272,1,1,8,23,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000123,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000124,Supported,high_consensus,5,0,0,66.2,1.4696938456699067,probably_sufficient,partial_warrant,SA-000518,124,7278,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.932958789676531,8.039900496896712,True,True,True,0.5056569576263428,1,1,6,21,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000124,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000125,Supported,high_consensus,5,0,0,62.8,1.9390719429665315,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000929,125,76123,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.30479294709987,7.293833011524188,True,True,True,0.6604917049407959,1,1,10,32,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000125,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000126,Supported,high_consensus,5,0,0,58.0,2.756809750418044,partial_or_ambiguous,multi_sentence_integration;partial_warrant,SA-000134,126,156803,resistant,,Supported,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.817215828899594,4.664761515876241,False,False,False,0.6601154208183289,3,3,5,89,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000126,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000127,Ambiguous,ambiguous_majority,0,1,4,56.8,1.4696938456699067,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-001041,127,14430,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.997777503361595,5.5641710972974225,True,False,False,0.7340363264083862,1,1,10,25,Ambiguous,partial_warrant,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000127,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000128,Unresolved,unresolved,2,2,1,59.2,3.655133376499413,probably_sufficient,entity_or_attribute_confusion;negation_or_scope,SA-000021,128,51442,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Unresolved,unresolved,4.079215610874228,12.674383614203887,True,True,True,0.7281641364097595,1,1,9,30,,,,,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000128,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000129,Ambiguous,ambiguous_majority,0,0,5,62.6,1.7435595774162693,probably_insufficient,partial_warrant;possible_missing_surrounding_context,SA-000230,129,103003,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,20.62619693496598,12.139192724394814,True,True,True,0.609049916267395,1,1,7,15,Ambiguous,partial_warrant,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000129,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000130,Supported,high_consensus,5,0,0,62.4,4.079215610874227,partial_or_ambiguous,partial_warrant;possible_missing_surrounding_context,SA-000286,130,168999,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.342661445845684,9.20869154657707,True,True,True,0.7337497472763062,1,1,13,26,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000130,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000131,Ambiguous,ambiguous_majority,0,0,5,59.0,2.3664319132398464,partial_or_ambiguous,partial_warrant,SA-000280,131,130963,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.499473669630333,2.9393876913398134,True,True,True,0.5861925482749939,1,1,8,29,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000131,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000132,Ambiguous,ambiguous_majority,0,0,5,60.6,3.0724582991474434,probably_insufficient,numerical_or_temporal_reasoning;partial_warrant;possible_missing_surrounding_context,SA-000792,132,7744,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,18.137254478007414,16.809521111560557,True,True,True,0.44225484132766724,1,1,11,22,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000132,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
